Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",First Author,URL,Author count,ResearchGate_Link,university/institution,Research Interest Score,Citations,Location_List,Location
"Jing Huang, Xianghua Ye, Jian Guan, Bin Chen, Qisheng Li, Xiaokang Zheng, Laiyu Liu, Shuang Wang, Yanqing Ding, Yi Ding, and Longhua Chen",Tiam1 is associated with hepatocellular carcinoma metastasis,"Int. J. Cancer: 132, 90ï¿½100 (2013)",10.1002/ijc.27627,2013,,,,1.0,,Overlapping microscopy images; multiple cases,1,8/7/15,,1.0,,1,Jing Huang,https://pubmed.ncbi.nlm.nih.gov//22573407/,11,https://www.researchgate.net/publication/224933355_Tiam1_is_associated_with_hepatocellular_carcinoma_metastasis,Southern Medical University,3.5,7,China,China
"Emanuela Rosati, Rita Sabatini, Filomena De Falco, Beatrice Del Papa, Franca Falzetti, Mauro Di Ianni, Laura Cavalli, Katia Fettucciari, Andrea Bartoli, Isabella Screpanti, and Pierfrancesco Marconi","c-Secretase inhibitor I induces apoptosis in chronic lymphocytic leukemia cells by proteasome inhibition, endoplasmic reticulum stress increase and Notch down-regulation","Int. J. Cancer: 132, 1940ï¿½1953 (2013)",10.1002/ijc.27863,2013,,,,1.0,,"Duplicated FACS panels, but different gating numbers",1,8/7/15,,1.0,,1,Emanuela Rosati,https://pubmed.ncbi.nlm.nih.gov//26252816/,11,,Università degli Studi di Perugia,3.5,7,missing_location,Italy
"Gayathri Chadalapaka, Indira Jutooru, Sandeep Sreevalsan, Satya Pathi, Kyounghyun Kim, Candy Chen, Lisa Crose, Corinne Linardic, and Stephen Safe",Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcription factors,"Int. J. Cancer: 132, 795ï¿½806 (2013)",10.1002/ijc.27730,2013,,,1.0,,,Duplicated microscopy images,1,7/1/15,,1.0,,1,Gayathri Chadalapaka,https://pubmed.ncbi.nlm.nih.gov//22815231/,9,https://www.researchgate.net/publication/229427366_Inhibition_of_rhabdomyosarcoma_cell_and_tumor_growth_by_targeting_specificity_protein_Sp_transcription_factors,Texas A&M University,13.3,36,United States,United States
"Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen",Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells,"Int. J. Cancer: 132, 2270ï¿½2282 (2013)",10.1002/ijc.27927,2013,,,,1.0,,Multiple cases of overlapping microscopy images,1,7/1/15,1.0,,,1,Baoyi Zhu,https://pubmed.ncbi.nlm.nih.gov//23129185/,13,https://www.researchgate.net/publication/232917949_Cross-talk_of_alpha_tocopherol-associated_protein_and_JNK_controls_the_oxidative_stress-induced_apoptosis_in_prostate_cancer_cells,,7.9,16,missing_location,Location information not found
"Jing Hu, Holly Deng, and Eileen A. Friedman","Ovarian cancer cells, not normal cells, are damaged by Mirk/Dyrk1B kinase inhibition","Int. J. Cancer: 132, 2258ï¿½2269 (2013)",10.1002/ijc.27917,2013,,,,1.0,,"Duplicated FACS panels, but different gating numbers",1,7/1/15,,1.0,,1,Jing Hu,https://pubmed.ncbi.nlm.nih.gov//23114871/,3,,State University of New York Upstate Medical University,13.8,31,missing_location,United States
"R. van Gelderen, J. Carson, N. Gudkovs, and B. Nowak",Physical characterisation of Tenacibaculum maritimum for vaccine development,"Journal of Applied Microbiology 2010, 109:1668ï¿½1676",10.1111/j.1365-2672.2010.04795.x,2010,,,1.0,,,Multiple cases of duplicated blot strips,1,,,,1.0,1,R. van Gelderen,https://pubmed.ncbi.nlm.nih.gov//30291367/,4,https://www.researchgate.net/publication/45268864_Physical_characterisation_of_Tenacibaculum_maritimum_for_vaccine_development,RMIT University,16.9,12,Australia,Australia
"Robert P. Ryan, Jean Lucey, Karen Oï¿½Donovan, Yvonne McCarthy, Liang Yang, Tim Tolker-Nielsen, and J. Maxwell Dow",HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa,"Environmental Microbiology (2009) 11(5), 1126ï¿½1136",10.1111/j.1462-2920.2008.01842.x,2009,,,,1.0,,"Duplicated pic of agar plate, but different exposure.",1,2/23/16,,1.0,,1,Robert P. Ryan,https://pubmed.ncbi.nlm.nih.gov//19170727/,7,https://www.researchgate.net/publication/23949868_HD-GYP_domain_proteins_regulate_biofilm_formation_and_virulence_in,,42.1,105,missing_location,Location information not found
"Laurent Guillon, Maher El Mecherki, Stephan Altenburger, Peter L. Graumann, and Isabelle J. Schalk",High cellular organization of pyoverdine biosynthesis in Pseudomonas aeruginosa: clustering of PvdA at the old cell poleemi_274,"Environmental Microbiology (2012) 14(8), 1982ï¿½1994",10.1111/j.1462-2920.2012.02741.x,2012,,,1.0,,,Duplicated set of images - most likely an error,1,2/23/16,,1.0,,1,Laurent Guillon,https://pubmed.ncbi.nlm.nih.gov//26913823/,5,,University of Strasbourg,8.5,25,missing_location,France
"Lei-Chin Chen, Jung-Chi Chen, Jwu-Ching Shu, Chien-Yen Chen, Ssu-Ching Chen, Shu-Hwa Chen, Chun-Yen Lin, Chi-Yu Lu, and Chien-Cheng Chen",Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse,"Environmental Microbiology (2012) 14(10), 2788ï¿½2799",10.1111/j.1462-2920.2012.02788.x,2012,,,1.0,,,Multiple cases of duplicated blot panels,1,2/23/16,,1.0,,1,Lei-Chin Chen,https://pubmed.ncbi.nlm.nih.gov//26913822/,9,https://www.researchgate.net/publication/225068182_Interplay_of_RsbM_and_RsbK_controls_the_sB_activity_of_Bacillus_cereus,,4.2,9,missing_location,Location information not found
"Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, and Sadao Kamidono",Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy,"Microbiol. Immunol., 48(4), 289ï¿½295, 2004",10.1111/j.1348-0421.2004.tb03525.x,2004,,,1.0,,,"Duplicated blot strips, two cases",1,,,,1.0,1,Isao Hara,https://pubmed.ncbi.nlm.nih.gov//15547707/,6,https://www.researchgate.net/publication/8596738_Introduction_of_65_kDa_Antigen_of_Mycobacterium_tuberculosis_to_Cancer_Cells_Enhances_Anti-Tumor_Effect_of_BCG_Therapy,,4.7,9,missing_location,Location information not found
"Noritoshi Kitamoto, Takayuki Kobayashi, Yoji Kato, Nobutaka Wakamiya, Kazuyoshi Ikuta, Tomoyuki Tanaka, Shigeharu Ueda, Hiroyuki Miyamoto, and Shiro Kato",Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test,"Microbiol. Immunol., 49(3), 219ï¿½225, 2005",10.1111/j.1348-0421.2005.tb03723.x,2005,,,,,1,"Possible patches in microscopy, possible duplicated lanes",1,,,1.0,,1,Noritoshi Kitamoto,https://pubmed.ncbi.nlm.nih.gov//15455686/,9,https://www.researchgate.net/publication/7953110_Preparation_of_Monoclonal_Antibodies_Cross-Reactive_with_Orthopoxviruses_and_Their_Application_for_Direct_Immunofluorescence_Test,University of Hyogo,3.9,7,Japan,Japan
"Kotla Siva Reddy, Dowlathabad. Muralidhar Rao, Hosur Joyappa Dechamma, Veluvarthy V.S. Suryanarayana, and Golla Ramalinga Reddy",Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity,Microbiol Immunol 2010; 54: 564ï¿½567,10.1111/j.1348-0421.2010.00241.x,2010,,,,,1,Marker bands all identical?,1,,,,1.0,1,Kotla Siva Reddy,https://pubmed.ncbi.nlm.nih.gov//20840156/,5,https://www.researchgate.net/publication/46271929_Expression_of_bovine_Bos_indicus_interleukin-18_in_Escherichia_coli_and_its_biological_activity,University of Tennessee,0.5,0,United States,United States
"H. Liu, D. Gu, L. Sheng, Q. Wang, and Y. Zhang","Investigation of the roles of T6SS genes in motility, biofilm formation and extracellular protease Asp production in Vibrio alginolyticus with modified Gateway-compatible plasmids","Letters in Applied Microbiology 55, 73ï¿½81, 2012",10.1111/j.1472-765X.2012.03263.x,2012,,,,,1,duplicated blot panel,1,,,,1.0,1,H. Liu,https://pubmed.ncbi.nlm.nih.gov//23021863/,5,,Shaanxi University of Science and Technology,7.1,12,missing_location,China
"Sandrine Koechler, Jessica Cleiss-Arnold, Caroline Proux, Odile Sismeiro, Marie-Agne_s Dillies, Florence Goulhen-Chollet, Florence Hommais, Didier Liï¿½vremont, Florence Arsï¿½ne-Ploetze, Jean-Yves Coppï¿½e, Philippe N Bertin Gi",Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans,BMC Microbiology 2010,10.1186/1471-2180-10-53,2010,,,1.0,,,"Duplicated blot strips, multiple cases",1,3/28/17,,1.0,,1,Sandrine Koechler,https://pubmed.ncbi.nlm.nih.gov//20167112/,11,https://www.researchgate.net/publication/41485767_Multiple_controls_affect_arsenite_oxidase_gene_expression_in_Herminiimonas_arsenicoxydans,University of Strasbourg,31.4,70,France,France
"Scarlett R Holdsworth, and Christopher J Law",Multidrug resistance protein MdtM adds to the repertoire of antiporters involved in alkaline pH homeostasis in Escherichia coli,"BMC Microbiology 2013, 13:113",10.1186/1471-2180-13-113,2013,,,,1.0,,Overlapping images of colony panels,1,4/12/17,,1.0,,1,Scarlett R Holdsworth,https://pubmed.ncbi.nlm.nih.gov//23701827/,2,,Queen's University Belfast,24.0,43,missing_location,United Kingdom
"Daniel C Kraushaar, Wenfei Jin, Alika Maunakea, Brian Abraham, Misook Ha, and Keji Zhao",Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3,"Genome Biology 2013, 14:R121",10.1186/gb-2013-14-10-r121,2013,,,1.0,,,duplicated microscopy panel; might be error,1,,,1.0,,1,Daniel C Kraushaar,https://pubmed.ncbi.nlm.nih.gov//24176123/,6,https://www.researchgate.net/publication/258213153_Genome-wide_incorporation_dynamics_reveal_distinct_categories_of_turnover_for_the_histone_variant_H33,Southern University of Science and Technology,24.0,43,China,China
"Arumugam Nagalingam, Jack L Arbiser, Michael Y Bonner, Neeraj K Saxena, and Dipali Sharma",Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway and inhibits breast carcinogenesis,"Breast Cancer Research 2012, 14:R35",10.1186/bcr3128,2012,,,1.0,,,Duplicated microscopy images,1,3/28/17,,1.0,,1,Arumugam Nagalingam,https://pubmed.ncbi.nlm.nih.gov//22353783/,5,https://www.researchgate.net/publication/221850679_Honokiol_activates_AMP-activated_protein_kinase_in_breast_cancer_cells_via_an_LKB1-dependent_pathway_and_inhibits_breast_carcinogenesis,Johns Hopkins Medicine,24.0,43,United States,United States
"Ingunn Holen, Jacob Whitworth, Faith Nutter, Alyson Evans, Hannah K Brown, Diane V Lefley, Ivana Barbaric, __Mark Jones, and Penelope D Ottewell","Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell dissemination in vivo","Breast Cancer Research 2012, 14:R86",10.1186/bcr3201,2012,,,1.0,,,Duplicated microscopy images,1,3/28/17,,1.0,,1,Ingunn Holen,https://pubmed.ncbi.nlm.nih.gov//28351370/,9,https://www.researchgate.net/publication/225062033_Loss_of_plakoglobin_promotes_decreased_cell-cell_contact_increased_invasion_and_breast_cancer_cell_dissemination_in_vivo,The University of Sheffield,24.0,43,England,United Kingdom
"Meiou Dai, Amal A Al-Odaini, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean-Jacques Lebrun",A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion,"Breast Cancer Research 2012, 14:R127",10.1186/bcr3322,2012,,,1.0,,,Duplicated blot panels,1,3/28/17,,1.0,,1,Meiou Dai,https://pubmed.ncbi.nlm.nih.gov//28351421/,6,https://www.researchgate.net/publication/230894004_A_novel_function_for_p21Cip1_and_acetyltransferase_pCAF_as_critical_transcriptional_regulators_of_TGFb-mediated_breast_cancer_cell_migration_and_invasion,McGill University,24.0,43,Canada,Canada
"Yi Fang Lee, Lance David Miller, Xiu Bin Chan, Michael A Black, Brendan Pang, Chee Wee Ong, Manuel Salto-Tellez, Edison T Liu, and Kartiki V Desai",JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast cancer,"Breast Cancer Research 2012, 14:R85",10.1186/bcr3200,2012,,,1.0,,,"duplicated blots, different exposure?",1,3/28/17,,1.0,,1,Yi Fang Lee,https://pubmed.ncbi.nlm.nih.gov//22621393/,9,https://www.researchgate.net/publication/314932774_JMJD6_is_a_driver_of_cellular_proliferation_and_motility_and_a_marker_of_poor_prognosis_in_breast_cancer,Thermo Fisher Scientific,24.0,43,missing_location,United States
"Meiou Dai, Amal A Al-Odaini, Nade_ge Fils-Aimï¿½, Manuel A Villatoro, Jimin Guo, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean Jacques Lebrunn",Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion,"Breast Cancer Research 2013, 15:R49",10.1186/bcr3441,2013,,,,1.0,,Overlapping microscopy images,1,3/28/17,,1.0,,1,Meiou Dai,https://pubmed.ncbi.nlm.nih.gov//28351372/,9,https://www.researchgate.net/publication/240308294_Cyclin_D1_cooperates_with_p21_to_regulate_TGFb-mediated_breast_cancer_cell_migration_and_tumor_local_invasion,McGill University,24.0,43,Canada,Canada
"Zhaojia Wu, Siqi Shen, Zhiling Zhang, Weiwei Zhang, and Wei Xiao",Ubiquitin-conjugating enzyme complex Uev1A-Ubc13 promotes breast cancer metastasis through nuclear factor-_B mediated matrix metalloproteinase-1 gene regulation,"Breast Cancer Research 2014, 16:R75",10.1186/bcr3692,2014,,,,1.0,,Overlapping microscopy images,1,3/28/17,,1.0,,1,Zhaojia Wu,https://pubmed.ncbi.nlm.nih.gov//25022892/,5,,University of Saskatchewan,24.0,43,missing_location,Canada
"Alexandr V. Bazhin, Olga N. Shifrina, Marina S. Savchenko, Natalya K. Tikhomirova, Maria A. Goncharskaia, Vera A. Gorbunova, Ivan I. Senin, Alexandr G. Chuchalin, Pavel P. Philippov",Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but without a loss of vision,Lung Cancer 34 (2001) 99ï¿½104,10.1016/S0169-5002(01)00212-4,2001,,,,1.0,,Duplicated blot strips,1,,,,1.0,1,Alexandr V. Bazhin,https://pubmed.ncbi.nlm.nih.gov//15084384/,9,https://www.researchgate.net/publication/11790978_Low_titre_autoantibodies_against_recoverin_in_sera_of_patients_with_small_cell_lung_cancer_but_without_a_loss_of_vision,,24.0,43,missing_location,Location information not found
"Marina S. Savchenko, Alexandr V. Bazhin, Olga N. Shifrina, Sofia A. Demoura, Eugenia A. Kogan, Alexandr G. Chuchalin, Pavel P. Philippov",Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy,"Lung Cancer (2003) 41, 363__/367",10.1016/S0169-5002(03)00239-3,2003,,,,1.0,,Duplicated blot strips,1,7/5/16,1.0,,,1,Marina S. Savchenko,https://pubmed.ncbi.nlm.nih.gov//12928127/,7,,,24.0,43,missing_location,Location information not found
"Stephana Carelli, Giorgia Zadra, Valentina Vaira, Monica Falleni, Luca Bottiglieri, Mario Nosotti, Anna Maria Di Giulio, Alfredo Gorio, Silvano Bosari",Up-regulation of focal adhesion kinase in non-small cell lung cancer,"Lung Cancer (2006) 53, 263ï¿½271",10.1016/j.lungcan.2006.06.001,2006,,,,,1,Duplicated lanes with blot panel,1,,,,1.0,1,Stephana Carelli,https://pubmed.ncbi.nlm.nih.gov//16842883/,9,https://www.researchgate.net/publication/6942622_Up-regulation_of_focal_adhesion_kinase_in_non-small_cell_lung_cancer,University of Milan,24.0,43,Italy,Italy
"Katherine M. Finan, Greg Hodge, Ann M. Reynolds, Sandra Hodge, Mark D. Holmes, Andrew H. Baker, Paul N. Reynolds",In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater in vivo efficacy versus gene delivery for TIMPs-1 or -2,"Lung Cancer (2006) 53, 273ï¿½284",10.1016/j.lungcan.2006.06.006,2006,,,,1.0,,Overlapping microscopy images,1,6/13/16,,1.0,,1,Katherine M. Finan,https://pubmed.ncbi.nlm.nih.gov//16860902/,7,,Royal Adelaide Hospital,24.0,43,missing_location,Australia
"Kang Fang, Shih-Ping Chen, Chia-Wei Lin, Wan-Chun Cheng, Hwei-Tien Huang",Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells,Lung Cancer 63 (2009) 227ï¿½234,10.1016/j.lungcan.2008.05.026,2009,,,,1.0,,Shifted reused blots,1,10/1/16,1.0,,,1,Kang Fang,https://pubmed.ncbi.nlm.nih.gov//27597291/,5,https://www.researchgate.net/publication/5232271_Ellipticine-induced_apoptosis_depends_on_Akt_translocation_and_signaling_in_lung_epithelial_cancer_cells,,24.0,43,missing_location,Location information not found
"Shun-Dong Dai, Yan Wang, Gui-Yang Jiang, Peng-Xin Zhang, Xin-Jun Dong, Qiang Wei, Hong-Tao Xu, Qing-Chang Li, Chen Zhao, En-Hua Wang",Kaiso is expressed in lung cancer: Its expression and localization is affected by p120ctn,Lung Cancer 67 (2010) 205ï¿½215,10.1016/j.lungcan.2009.06.013,2010,,,,,1,Duplicated parts of lanes to make 2 negative lanes,1,12/1/16,1.0,,,1,Shun-Dong Dai,https://pubmed.ncbi.nlm.nih.gov//27987581/,10,https://www.researchgate.net/publication/26679633_Kaiso_is_expressed_in_lung_cancer_Its_expression_and_localization_is_affected_by_p120ctn,China Medical University (PRC),24.0,43,Failed to fetch page,China
"Kazutoshi Komiya, Naoko Sueoka-Aragane, Akemi Sato, Takashi Hisatomi, Toru Sakuragi, Masahiro Mitsuoka, Toshimi Sato, Shinichiro Hayashi, Hiroto Izumi, Makoto Tsuneoka, Eisaburo Sueoka","Expression of Mina53, a novel c-Myc target gene, is a favorable prognostic marker in early stage lung cancer",Lung Cancer 69 (2010) 232ï¿½238,10.1016/j.lungcan.2009.10.010,2010,,,,,1,Manipulated FACS panels,1,11/1/16,,1.0,,1,Kazutoshi Komiya,https://pubmed.ncbi.nlm.nih.gov//19914733/,11,,,24.0,43,missing_location,Location information not found
"Hakan Akca, Aydin Demiray, Onur Tokgun, Jun Yokota",Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells,Lung Cancer 73 (2011) 302ï¿½309,10.1016/j.lungcan.2011.01.012,2011,10.1016/j.lungcan.2011.01.012,,,,1,Duplicated bands within same blot,1,11/1/16,,1.0,,1,Hakan Akca,https://pubmed.ncbi.nlm.nih.gov//21333374/,4,https://www.researchgate.net/publication/49847642_Invasiveness_and_anchorage_independent_growth_ability_augmented_by_PTEN_inactivation_through_the_PI3KAKTNFkB_pathway_in_lung_cancer_cells,Pamukkale University,24.0,43,missing_location,Turkey
"Norimitsu Tanaka, Shinichi Toyooka, Junichi Soh, Takafumi Kubo, Hiromasa Yamamoto, Yuho Maki, Takayuki Muraoka, Kazuhiko Shien, Masashi Furukawa, Tsuyoshi Ueno, Hiroaki Asano, Kazunori Tsukuda, Keisuke Aoe, Shinichiro Miyoshi",Frequent methylation and oncogenic role of microRNA-34b/c in small-cell lung cancer,Lung Cancer 76 (2012) 32ï¿½38,10.1016/j.lungcan.2011.10.002,2012,,,1.0,,,Duplicated microscopy image; might be error,1,,,1.0,,1,Norimitsu Tanaka,https://pubmed.ncbi.nlm.nih.gov//22047961/,14,,Kindai University,24.0,43,missing_location,Japan
"Dusanka S. Skundric, Weili Zhou, William W. Cruikshank, Rujuan Dai",Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE),Journal of Autoimmunity 25 (2005) 206-214,10.1016/j.jaut.2005.09.016,2005,,,,1.0,,"Duplicated blot strips, stretched multiple cases",1,,,,1.0,1,Dusanka S. Skundric,https://pubmed.ncbi.nlm.nih.gov//15682385/,4,https://www.researchgate.net/publication/7497399_Increased_levels_of_bioactive_IL-16_correlate_with_disease_activity_during_relapsing_experimental_autoimmune_encephalomyelitis_(EAE),Wayne State University,24.0,43,United States,United States
"Pascale Gerbaud, Loï¿½c Petzold, Patrice Therond, Wayne B. Anderson, Daniele Evain-Brion, Francoise Raynaud","Differential regulation of Cu, Zn- and Mn-superoxide dismutases by retinoic acid in normal and psoriatic human fibroblasts",Journal of Autoimmunity 24 (2005) 69-78,10.1016/j.jaut.2004.10.003,2005,,,1.0,,,Duplicated blot panel,1,,,,1.0,1,Pascale Gerbaud,https://pubmed.ncbi.nlm.nih.gov//12950012/,6,,"Paris Descartes, CPSC",24.0,43,missing_location,France
"M. Sisto, S. Lisi, D. Castellana, P. Scagliusi, M. D'Amore, S. Caprio, A. Scagliusi, A. Acquafredda, M.A. Panaro, V. Mitolo",Autoantibodies from Sjï¿½gren's syndrome induce activation of both the intrinsic and extrinsic apoptotic pathways in human salivary gland cell line A-253,Journal of Autoimmunity 27 (2006) 38-49,10.1016/j.jaut.2006.05.001,2006,,,,,1,"Overlapping microscopy, duplicated bands within blots",1,,,,1.0,1,M. Sisto,https://pubmed.ncbi.nlm.nih.gov//17912146/,10,https://www.researchgate.net/publication/6987627_Autoantibodies_from_Sjogren's_syndrome_induce_activation_of_both_the_intrinsic_and_extrinsic_apoptotic_pathways_in_human_salivary_gland_cell_line_A-253,Università degli Studi di Bari Aldo Moro,24.0,43,Failed to fetch page,Italy
"Itshak Golan, Shlomo Nedvetzki, Ira Golan, Lora Eshkar-Sebban, David Levartovsky, Ori Elkayam, Dan Caspi, Suhail Aamar, Howard Amital, Alan Rubinow, David Naor",Expression of extra trinucleotide in CD44 variant of rheumatoid arthritis patients allows generation of disease-specific monoclonal antibody,Journal of Autoimmunity 28 (2007) 99-113,10.1016/j.jaut.2007.02.007,2007,,,1.0,,,Duplicated FACS panel,1,,,,1.0,1,Itshak Golan,https://pubmed.ncbi.nlm.nih.gov//12697740/,11,https://www.researchgate.net/scientific-contributions/Ira-Golan-39990947,Hebrew University of Jerusalem,24.0,43,missing_location,Israel
"Xiaoyan Xiao, Bin Ma, Baojun Dong, Peng Zhao, Ningwen Tai, Li Chen, F. Susan Wong, Li Wen",Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice,Journal of Autoimmunity 32 (2009) 85ï¿½93,10.1016/j.jaut.2008.12.003,2009,,,,1.0,,Overlapping microscopy images,1,,,,1.0,1,Xiaoyan Xiao,https://pubmed.ncbi.nlm.nih.gov//17196260/,8,https://www.researchgate.net/publication/23988143_Cellular_and_humoral_immune_responses_in_the_early_stages_of_diabetic_nephropathy_in_NOD_mice,Murdoch University,38.8,77,Australia,Australia
"Dana Ben-Ami Shor, Miri Blank, Sandra Reuter, Torsten Matthias, Inbal Beiglass, Alexander Volkov, Iris Barshack, Yehuda Shoenfeld",Anti-ribosomal-P antibodies accelerate lupus glomerulonephritis and induce lupus nephritis in nai_ve mice,Journal of Autoimmunity 54 (2014) 118-126,10.1016/j.jaut.2014.02.013,2014,,,1.0,,,Duplicated microscopy panels,1,2/1/16,,1.0,,1,Dana Ben-Ami Shor,https://pubmed.ncbi.nlm.nih.gov//28754238/,8,https://www.researchgate.net/publication/260996138_Anti-ribosomal-P_antibodies_accelerate_lupus_glomerulonephritis_and_induce_lupus_nephritis_in_naive_mice,Tel Aviv Sourasky Medical Center,10.5,17,missing_location,Israel
"Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan ",Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes,Cytokine 26 (2004) 1-8,10.1016/j.cyto.2003.11.014,2004,,,1.0,,,Duplicated blot,1,,,,1.0,1,Sawsan I. Kreydiyyeh,https://pubmed.ncbi.nlm.nih.gov//34472725/,3,,,7.2,15,missing_location,Location information not found
"Ji-Yong Zhou, Ji-Gang Chen, Jin-Yong Wang, Jian-Xiang Wu, Hui Gong",cDNA cloning and functional analysis of goose interleukin-2,Cytokine 30 (2005) 328-338,10.1016/j.cyto.2004.12.015,2005,,,,1.0,,Overlapping microscopy,1,,,,1.0,1,Ji-Yong Zhou,https://pubmed.ncbi.nlm.nih.gov//15935953/,5,,,14.3,28,missing_location,Location information not found
"Sarine Markossian, Sawsan Ibrahim Kreydiyyeh",TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2,Cytokine 30 (2005) 319-327,10.1016/j.cyto.2004.11.009,2005,,,,,1,"Duplicated bands within blot strips, multiple cases",1,,,,1.0,1,Sarine Markossian,https://pubmed.ncbi.nlm.nih.gov//16488623/,2,https://www.researchgate.net/publication/7806270_TNF-alpha_down-regulates_the_Na-K_ATPase_and_the_Na-K-2Cl-_cotransporter_in_the_rat_colon_via_PGE2,American University of Beirut,16.4,35,Lebanon,Lebanon
"Hwa-Jeong Lee, Jin-Woo Cho, Sang-Cheol Kim, Kyung-Hwa Kang, Sun-Kyung Lee, Sung-Hee Pi, Suk-Keun Lee, Eun-Cheol Kim",Roles of p38 and ERK MAP kinases in IL-8 expression in TNF-a- and dexamethasone-stimulated human periodontal ligament cells,Cytokine 35 (2006) 67ï¿½76,10.1016/j.cyto.2006.07.009,2006,,,,,1,"Duplicated lanes within blots, many many case",1,,,,1.0,1,Hwa-Jeong Lee,https://pubmed.ncbi.nlm.nih.gov//15589482/,8,,Wonkwang University,23.3,48,missing_location,South Korea
"Maria de Lujan Alvarez, Ariel D. Quiroga, Marï¿½a Teresa Ronco, Juan Pablo Parody, J. Elena Ochoa, Juan A. Monti, Cristina E. Carnovale, Marï¿½a Cristina Carrillo ",Time-dependent onset of Interferon-a2b-induced apoptosis in isolated hepatocytes from preneoplastic rat livers,Cytokine 36 (2006) 245ï¿½253,10.1016/j.cyto.2007.01.002,2006,,,,1.0,,Mirrored blot,1,,,,1.0,1,Maria de Lujan Alvarez,https://pubmed.ncbi.nlm.nih.gov//15368444/,8,,Rosario National University,0.8,4,missing_location,Argentina
"Marilena Galdiero, Mariateresa Vitiello, Marina Dï¿½Isanto, Katia Raieta, Emilia Galdiero",STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway and plays a role in U937 cells production of interleukin-6,Cytokine 36 (2006) 218ï¿½228,10.1016/j.cyto.2006.12.003,2006,,,1.0,,,Multiple cases of duplicated blots,1,,,,1.0,1,Marilena Galdiero,https://pubmed.ncbi.nlm.nih.gov//19299019/,5,https://www.researchgate.net/publication/6546702_STAT1_and_STAT3_phosphorylation_by_porins_are_independent_of_JAKs_but_are_dependent_on_MAPK_pathway_and_plays_a_role_in_U937_cells_production_of_interleukin-6,"Università degli Studi della Campania ""Luigi Vanvitelli",20.5,43,Failed to fetch page,Italy
"Sawsan Ibrahim Kreydiyyeh, Sarine Markossian ",Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla,Cytokine 33 (2006) 138e144,10.1016/j.cyto.2005.12.007,2006,,,1.0,,,Multiple cases of duplicated blots,1,,,,1.0,1,Sawsan Ibrahim Kreydiyyeh,https://pubmed.ncbi.nlm.nih.gov//15935952/,2,https://www.researchgate.net/publication/7806270_TNF-alpha_down-regulates_the_Na-K_ATPase_and_the_Na-K-2Cl-_cotransporter_in_the_rat_colon_via_PGE2,American University of Beirut,9.2,19,Lebanon,Lebanon
